packets,bytes,duration,avg_pkt_size,throughput,class_encoded,class
-0.08407746272495456,-0.07348294128273328,-0.37512506703323206,-0.6012857634886363,-0.031482965234543095,3,network-storage
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,6,web-browsing
-0.0851319593311134,-0.07358160282561954,-0.37999391916687897,-0.5355972608681565,-0.03151077734022104,5,video
-0.08407746272495456,-0.07348294128273328,-0.3795077547808303,-0.6012857634886363,-0.031184725101403753,3,network-storage
-0.0851319593311134,-0.07358160282561954,-0.37999391916687897,-0.5355972608681565,-0.03151077734022104,5,video
-0.07564148987568388,-0.06343876725368121,-0.11129475354307969,1.1177002394610438,-0.03149280931272717,1,instant-message
-0.0851319593311134,-0.07341645198209253,-0.37999391916687897,-0.21947134200709761,-0.03150557373484966,6,web-browsing
-0.022916659567742144,-0.0660275603463709,-0.3221690749873576,-0.6094968263161963,-0.03143517588383117,2,mail
-0.07669598648184271,-0.07072685253036687,-0.11051700970218471,-0.21308495980788436,-0.0315092564411444,1,instant-message
-0.0851319593311134,-0.07358374764176924,-0.37999391916687897,-0.5397027922819365,-0.03151084491951158,6,web-browsing
-0.014480686718471468,-0.02681174186522892,0.546286885440104,0.4654278985505517,-0.03148535847189035,3,network-storage
-0.07880497969416038,-0.06857560193221628,-0.37845050293987476,0.558820113148051,-0.02948599336788269,3,network-storage
-0.07985947630031921,-0.07184215692821164,-0.37402804474649387,-0.24752580666792756,-0.031322477098606444,6,web-browsing
-0.07564148987568388,-0.06952146585423463,-0.17884934405632597,-0.04662846948696025,-0.03150331959492853,2,mail
-0.08091397290647805,-0.07217460343141537,-0.378434260297687,-0.25313669960009344,-0.030904712431827304,3,network-storage
-0.0851319593311134,-0.07358374764176924,-0.37999391916687897,-0.5397027922819365,-0.03151084491951158,1,instant-message
-0.08302296611879573,-0.07334996268145177,-0.37998905598525357,-0.6012857634886363,0.018166750052010898,3,network-storage
0.8459885439071376,0.07684936746599363,-0.33397149779660273,-0.5297315525247128,-0.029534183688260763,5,video
-0.0851319593311134,-0.07358803727406865,-0.37999391916687897,-0.5479138551094965,-0.03151098007809266,6,web-browsing
-0.0851319593311134,-0.07359018209021835,-0.37999391916687897,-0.5520193865232764,-0.0315110476573832,5,video
-0.0819684695126369,-0.0662956623650836,-0.3019563273856958,2.710851704578367,-0.03145820369520386,0,game
-0.07775048308800155,-0.07182928803131343,-0.3647682009345681,-0.3965223842263595,-0.03143968976908699,4,network-transmission
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,1,instant-message
0.15740226008541858,-0.04464159851769738,0.24054007908204467,-0.614633183799237,-0.0314876392685073,1,instant-message
-0.07880497969416038,-0.06980672640214493,-0.3764522735095533,0.2221665372180922,-0.030841902472488,0,game
-0.08091397290647805,-0.07271938673343954,-0.12037585140269376,-0.4616976954201168,-0.0315136468184545,1,instant-message
-0.07036900684488971,-0.05983762093833241,-0.3759992479579799,0.9194030721754703,-0.029406888646598232,1,instant-message
-0.07247800005720738,-0.06743455974057508,-0.36922072243254256,0.07391624902379516,-0.031161066133022577,3,network-storage
-0.07775048308800155,-0.07108932645966641,-0.12056599603762942,-0.21947134200709761,-0.031509839569161605,5,video
-0.08407746272495456,-0.07345720348893685,-0.37819840559988466,-0.5766525750059563,-0.031417655612924957,6,web-browsing
-0.08407746272495456,-0.07343361051129013,-0.3733238829580184,-0.5540721522301665,-0.03148741975157527,1,instant-message
-0.0819684695126369,-0.07325988040316432,-0.3773793151041427,-0.6218134205575362,-0.03140277132325583,4,network-transmission
-0.0851319593311134,-0.07353656168647581,-0.37999391916687897,-0.44938110117877683,-0.03150935817511976,4,network-transmission
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,0,game
-0.028189142598536318,-0.051211170384233035,-0.2868614729498509,-0.07144827303390296,-0.03136948272237793,4,network-transmission
-0.0851319593311134,-0.07359018209021835,-0.37999391916687897,-0.5520193865232764,-0.0315110476573832,5,video
-0.07880497969416038,-0.07013702808919896,-0.26341574755861485,0.13184484611493252,-0.031497283962349194,0,game
-0.08407746272495456,-0.07348294128273328,-0.37529008843344663,-0.6012857634886363,-0.03148180459522485,0,game
0.7531928425651602,2.438632974055133,-0.3342373004666281,5.185770226401122,0.0017388213569876514,5,video
-0.07458699326952505,-0.06931341868771358,-0.3393211129169436,-0.0839888053523581,-0.03145000047595949,4,network-transmission
-0.06826001363257203,-0.06953647956728254,-0.3784967896645942,-0.38151908192747236,-0.029811946033864934,3,network-storage
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,2,mail
-0.0819684695126369,-0.07319124628637387,-0.37868958694405286,-0.5889691692472964,-0.031257108776891314,4,network-transmission
-0.07036900684488971,-0.06926194310012075,0.8716245095915615,-0.2832439299678134,-0.031513877307398686,6,web-browsing
-0.08091397290647805,-0.0730840054788888,0.054838566056129495,-0.6012857634886363,-0.031515122434639976,1,instant-message
-0.08407746272495456,-0.07340358308519432,-0.37923864591618217,-0.5253334323337066,-0.031239140610383333,0,game
-0.07669598648184271,-0.07014775216994747,-0.37530196766761476,-0.08991901739448467,-0.03105120072646157,4,network-transmission
-0.049279074721713015,-0.06511815829889747,4.239904162139386,-0.3838098994558336,-0.031514917064964815,6,web-browsing
-0.08407746272495456,-0.07348294128273328,0.2648282882181854,-0.6012857634886363,-0.031515798723236996,1,instant-message
-0.0851319593311134,-0.07360734061941596,-0.37999391916687897,-0.5848636378335164,-0.03151158829170749,0,game
-0.0851319593311134,-0.07304968842049357,-0.37999391916687897,0.48257452974927995,-0.031494017676167774,0,game
-0.08091397290647805,-0.07304110915589476,-0.09106710884355335,-0.5848636378335164,-0.03151456484675926,2,mail
-0.06826001363257203,-0.06914397821188717,-0.3757699479832379,-0.3373242437673701,-0.03085577376773711,5,video
-0.07142350345104855,-0.0699204016580791,-0.37573367595269563,-0.3323734558860472,-0.03097177473167871,3,network-storage
-0.08091397290647805,-0.07085983113164836,-0.3797629084286403,0.25020145172933267,-0.023941634782674484,6,web-browsing
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,0,game
-0.0851319593311134,-0.07361377506786507,-0.37999391916687897,-0.5971802320748563,-0.03151179102957911,1,instant-message
-0.0851319593311134,-0.07260356666135566,-0.37999391916687897,1.3365250638155168,-0.03147996118373599,4,network-transmission
-0.07036900684488971,-0.06990324312888149,-0.37886200883804527,-0.3650808561491612,-0.029458349446434155,3,network-storage
-0.08302296611879573,-0.07329848709385894,-0.3798337993924133,-0.5684415121783964,-0.029812368931503436,0,game
-0.05876954417714252,-0.06917615045413268,0.5837344411692929,-0.5191751352130366,-0.03151317479358895,5,video
-0.0851319593311134,-0.07259927702905626,-0.37999391916687897,1.3447361266430768,-0.03147982602515492,5,video
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,5,video
-0.0851319593311134,-0.07359018209021835,-0.37999391916687897,-0.5520193865232764,-0.0315110476573832,0,game
-0.0851319593311134,-0.07260356666135566,-0.37999391916687897,1.3365250638155168,-0.03147996118373599,4,network-transmission
-0.07458699326952505,-0.06341517427603449,-0.3768364648579621,0.9423940480926384,-0.029533867485999135,0,game
-0.0851319593311134,-0.07360734061941596,-0.37999391916687897,-0.5848636378335164,-0.03151158829170749,0,game
-0.08302296611879573,-0.07336283157834998,-0.379754662164145,-0.6094968263161963,-0.030538763050734184,2,mail
-0.08302296611879573,-0.07332422488765536,-0.09306307007058703,-0.5848636378335164,-0.0315151521255118,3,network-storage
-0.07880497969416038,-0.07168558534928343,-0.37752555655001724,-0.29161139399208885,-0.031009781421887414,2,mail
-0.07353249666336621,-0.06626992457128718,-0.3772516613919906,0.3371702921779054,-0.029864249264365993,5,video
-0.0851319593311134,-0.07359018209021835,-0.37999391916687897,-0.5520193865232764,-0.0315110476573832,1,instant-message
-0.08091397290647805,-0.0729553165099067,-0.09118530530131919,-0.5520193865232764,-0.03151438432618316,6,web-browsing
-0.07985947630031921,-0.07057886021603746,-0.35862942406864645,0.155500527118141,-0.03142618252789499,4,network-transmission
-0.0851319593311134,-0.07359018209021835,-0.37999391916687897,-0.5520193865232764,-0.0315110476573832,5,video
-0.08091397290647805,-0.0729553165099067,-0.09129804269354501,-0.5520193865232764,-0.03151438367630405,6,web-browsing
-0.08091397290647805,-0.07304110915589476,-0.0907707430953287,-0.5848636378335164,-0.03151456636707787,6,web-browsing
-0.0819684695126369,-0.07256067033836164,0.21592576766813576,-0.2872126103344674,-0.03151484089005879,6,web-browsing
-0.06931451023873086,-0.06475782918574763,-0.036813550740592484,0.21982051926736085,-0.0315001808813937,5,video
-0.06509652381409553,-0.06420232180297494,3.175589943472335,0.05785730499374046,-0.031514422376153005,6,web-browsing
-0.07353249666336621,-0.06316637560266912,-0.3747023931171786,0.8322289551562088,-0.030304804066391106,1,instant-message
-0.07880497969416038,-0.07151185524115761,-0.37941723809199973,-0.24410453048977754,-0.02916662017147822,6,web-browsing
-0.08302296611879573,-0.07097350638758253,-0.375349715269028,0.9150238386674384,-0.03115410851480308,4,network-transmission
-0.07775048308800155,-0.0713574284783791,-0.37293603941787506,-0.2836202703474099,-0.031310831111573845,0,game
-0.07880497969416038,-0.07100138899752866,-0.31550082643024074,-0.10451646242125802,-0.031490246753528274,6,web-browsing
-0.0851319593311134,-0.07260356666135566,-0.37999391916687897,1.3365250638155168,-0.03147996118373599,4,network-transmission
-0.07564148987568388,-0.06085640860944062,-0.22339881727801225,1.612006221680154,-0.031466185094732514,5,video
-0.0851319593311134,-0.07359018209021835,-0.37999391916687897,-0.5520193865232764,-0.0315110476573832,5,video
-0.07880497969416038,-0.07181641913441522,-0.3764224793138244,-0.3273881677407429,-0.03118833448565677,6,web-browsing
-0.07458699326952505,-0.06418730808992702,-0.37665914133822065,0.8080312018234751,-0.02977950067279217,0,game
-0.0851319593311134,-0.07349581017963148,-0.37999391916687897,-0.3713760043169571,-0.03150807416859955,5,video
-0.0819684695126369,-0.07184001211206194,-0.37285701752197736,0.057652028423051414,-0.03135405640402154,4,network-transmission
-0.07880497969416038,-0.06888016582547388,-0.37707379965452004,0.47553647589708564,-0.030506240477488886,2,mail
-0.0851319593311134,-0.07341430716594283,-0.37999391916687897,-0.21536581059331764,-0.03150550615555913,6,web-browsing
-0.0851319593311134,-0.07260785629365507,-0.37999391916687897,1.3283140009879568,-0.03148009634231707,4,network-transmission
-0.07880497969416038,-0.06919545379948,-0.37703126123184383,0.38932031620770596,-0.030585193431643093,2,mail
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,0,game
-0.0851319593311134,-0.07339500382059551,-0.37999391916687897,-0.17841602786929778,-0.03150489794194429,6,web-browsing
-0.07353249666336621,-0.06603828442711941,-0.3771998194914224,0.3741200749019252,-0.029844686246097957,5,video
-0.045061088297077674,-0.06120172400954256,-0.2878347243809128,-0.23999899907599756,-0.03143359090573972,5,video
-0.0851319593311134,-0.07359018209021835,-0.37999391916687897,-0.5520193865232764,-0.0315110476573832,0,game
0.73526640026046,0.042109780289278656,-0.3722078308301372,-0.5711398845581851,-0.022503808075940532,3,network-storage
-0.08407746272495456,-0.07345720348893685,-0.1150585101240489,-0.5766525750059563,-0.03151538169892355,2,mail
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,0,game
-0.07458699326952505,-0.05918774164497286,-0.37666994413693017,1.6780306314163065,-0.02886289945182628,0,game
-0.0819684695126369,-0.07312475698573312,3.944836306746851,-0.5571513007905015,-0.03151596111963246,0,game
-0.08091397290647805,-0.0729553165099067,-0.09095427534101873,-0.5520193865232764,-0.031514385656380484,6,web-browsing
-0.08407746272495456,-0.07347436201813447,-0.3794819011077623,-0.5930747006610764,-0.031191306654973223,0,game
-0.0851319593311134,-0.07260571147750536,-0.37999391916687897,1.332419532401737,-0.03148002876302653,3,network-storage
-0.07775048308800155,-0.0715182896896067,1.0652132574432025,-0.32210962735159726,-0.031515113728924175,0,game
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,0,game
-0.0851319593311134,-0.07319553591867327,-0.37999391916687897,0.2033983936122409,-0.031498613067924314,0,game
-0.0851319593311134,-0.07349152054733207,-0.37999391916687897,-0.36316494148939715,-0.03150793901001847,4,network-transmission
-0.07775048308800155,-0.0713574284783791,-0.37315849633863035,-0.2836202703474099,-0.03130415236835676,0,game
-0.0851319593311134,-0.07361591988401477,-0.37999391916687897,-0.6012857634886363,-0.03151185860886964,3,network-storage
-0.0819684695126369,-0.07188719806735537,-0.32151773542460027,0.03507160564726149,-0.03149676642627194,0,game
-0.07880497969416038,-0.06339801574683689,-0.3785035558303339,1.9746419464144633,-0.027309666084489922,4,network-transmission
-0.07880497969416038,-0.0667374944919221,-0.3771136469885497,1.0614544590922579,-0.030041717557819515,0,game
-0.0851319593311134,-0.07359232690636805,-0.37999391916687897,-0.5561249179370564,-0.03151111523667373,1,instant-message
-0.0851319593311134,-0.07343361051129013,-0.37999391916687897,-0.2523155933173375,-0.031506114369173964,3,network-storage
